Distracted,0.2438,-2.1192,2.0422
Distracted,1.2171,-0.8719,-0.7159
Distracted,0.4416,-0.5735,-1.0408
Distracted,0.3688,-0.0624,-1.79
Distracted,0.5882,-0.3644,-0.7419
Distracted,-1.0578,1.231,-2.5979
Distracted,-1.1539,2.2054,-1.8033
Distracted,-0.345,1.1265,-1.0818
Distracted,0.9527,0.3892,-0.4359
Distracted,-0.2095,0.889,0.259
Distracted,0.2053,-0.3922,0.4538
Distracted,-1.4718,0.244,1.2841
Distracted,-1.2923,-0.7914,1.8149
Distracted,0.3179,-1.9065,-0.069
Distracted,-1.0947,-1.1271,0.2488
Distracted,-0.1365,-0.3381,0.046
Distracted,-0.1985,-1.2679,-1.1472
Distracted,-0.2745,0.4717,-1.7627
Distracted,-0.2751,0.2532,-1.0481
Distracted,-0.1659,0.2513,-0.6699
Distracted,-0.5205,0.2827,-0.94
Distracted,0.5451,-0.3011,-0.6943
Distracted,-0.2029,0.1858,1.5484
Distracted,-0.1713,-0.3404,2.3971
Distracted,0.965,-1.4968,1.9692
Distracted,0.8257,-0.6665,-1.178
Distracted,-0.2744,-0.3346,-0.5057
Distracted,-0.3806,-0.2857,-0.727
Distracted,-0.0646,0.4443,-2.32
Distracted,-0.3189,0.8157,-1.6021
Distracted,-0.0208,1.4875,-0.7711
Distracted,0.1776,1.8992,-0.9908
Distracted,0.1725,1.7666,-1.3625
Distracted,-0.8609,1.0151,-0.4745
Distracted,-0.3731,-0.8623,0.2208
Distracted,-0.8492,0.7437,-0.3458
Distracted,-0.4537,-0.8783,3.5759
Distracted,-1.4602,-1.4461,1.3028
Distracted,-0.3327,-0.8687,0.504
Distracted,0.0684,-1.5682,1.7131
Distracted,0.5973,-0.6793,-2.412
Distracted,0.4487,-0.5634,-2.9137
Distracted,-0.6609,-0.0419,-1.8046
Distracted,-0.7713,-0.2652,-0.7245
Distracted,-0.4304,-0.2962,-0.0501
Distracted,-0.3813,-0.3498,0.3153
Distracted,-0.4057,-0.1482,1.1416
Distracted,0.412,-0.6958,2.41
Distracted,0.0991,-0.161,1.0603
Distracted,1.6282,-1.6782,3.1044
Distracted,1.2148,-0.2308,-1.1408
Distracted,0.9578,0.3896,-1.7467
Distracted,0.416,-0.1361,-0.1827
Distracted,0.9065,0.6059,-2.6464
Distracted,0.1634,1.3298,-2.4431
Distracted,-0.3693,1.6741,-0.78
Distracted,0.7609,1.1085,0.239
Distracted,0.9168,1.1746,-1.4757
Distracted,0.0311,0.9159,-0.8276
Distracted,-0.2673,-0.018,1.8238
Distracted,-0.9261,0.0365,1.6059
Distracted,0.367,-1.6771,2.2964
Distracted,-0.1178,-1.0619,-0.3194
Distracted,-0.341,-1.1188,0.0507
Distracted,0.0283,-1.1504,0.4246
Distracted,0.6983,-0.1625,-2.5278
Distracted,-0.3097,0.1506,-2.2939
Distracted,-0.5193,0.0584,-0.8015
Distracted,0.1373,0.1093,-0.6496
Distracted,0.288,0.1553,-0.1035
Distracted,0.13,0.0588,0.657
Distracted,0.156,-0.1703,2.7516
Distracted,0.9097,-0.8303,3.0137
Distracted,1.2883,-0.6498,-0.0539
Distracted,0.7472,-0.0955,-1.1268
Distracted,0.3393,-0.4744,-0.3091
Distracted,-0.3594,0.3546,-1.6477
Distracted,-0.0819,0.5847,-1.706
Distracted,-0.3789,1.2576,-1.5773
Distracted,-0.2924,1.7323,-0.5705
Distracted,-0.213,1.9127,-1.0774
Distracted,-0.6123,1.5166,-0.8103
Distracted,-0.6859,0.774,0.2392
Distracted,-1.0322,0.1424,-0.2452
Distracted,-1.408,-0.5998,2.8913
Distracted,0.7663,-2.4178,1.9524
Distracted,0.6614,-1.8312,-0.5146
Distracted,0.3709,-2.153,0.9079
Distracted,0.6655,-1.7537,0.3063
Distracted,0.3564,-0.5255,-2.7708
Distracted,-0.0134,-0.5734,-2.3436
Distracted,-0.6716,-0.1128,-1.0411
Distracted,0.3146,-1.0246,1.2792
Distracted,0.5977,0.0483,-0.513
Distracted,0.2241,0.1031,-0.1623
Distracted,0.8436,-0.7229,3.4853
Distracted,2.0196,-1.524,3.6082
Distracted,1.3332,-0.1103,-1.164
Distracted,1.2238,0.0743,-0.3981
Distracted,0.8023,0.0298,-1.4004
Distracted,0.2056,0.9228,-2.2456
Distracted,-0.0494,1.4768,-2.4608
Distracted,-0.688,2.1693,-2.1236
Distracted,-0.5802,2.3312,-0.7945
Distracted,-0.5952,1.9647,-0.4695
Distracted,-0.403,0.519,0.5247
Distracted,-0.2097,-0.0692,1.7777
Distracted,-0.0395,-0.7214,2.6761
Distracted,0.2068,-1.3718,2.6349
Distracted,0.2395,-1.1084,0.5939
Distracted,0.6129,-0.981,0.3383
Distracted,1.0825,-1.6025,-0.9864
Distracted,0.6666,-1.2475,-2.1347
Distracted,0.2803,-0.9176,-3.1512
Distracted,-0.1439,-0.7886,-2.5173
Distracted,0.0139,-0.8875,-0.9009
Distracted,0.434,-1.2117,-0.2638
Distracted,-0.1566,-0.7065,1.1388
Distracted,0.1449,-0.8642,3.3536
Distracted,1.5697,-1.5256,4.8534
Distracted,1.8385,-1.068,3.3809
Distracted,1.5115,0.3382,-0.7352
Distracted,0.3316,1.0415,-1.5034
Distracted,0.0922,0.1862,-1.244
Distracted,0.4879,0.4306,-2.668
Distracted,0.2084,1.3069,-3.3513
Distracted,0.2576,1.2795,-2.7732
Distracted,-0.3823,1.4979,-1.6138
Distracted,-0.5565,1.1061,-0.3165
Distracted,-0.4676,0.2179,1.5987
Distracted,-1.4574,0.7012,1.4101
Distracted,-0.6271,-0.6668,4.186
Distracted,0.0414,-1.5861,3.6709
Distracted,0.89,-1.3076,0.272
Distracted,1.2328,-1.7531,-0.63
Distracted,1.4901,-1.4195,-2.8827
Distracted,1.1568,-1.1341,-3.4977
Distracted,-0.3818,-0.576,-0.9531
Distracted,-0.04,-0.5866,-0.7051
Distracted,-0.8165,0.0147,-0.5363
Distracted,-0.4571,-0.3668,-0.1535
Distracted,-0.7061,-0.5606,4.0048
Distracted,-0.0214,-0.9044,4.4597
Distracted,1.8147,-0.6709,0.1423
Distracted,1.2083,-0.1325,-1.1868
Distracted,0.0357,0.3145,-1.2145
Distracted,0.2015,-0.0067,-1.1656
Distracted,-0.0117,0.6535,-2.2697
Distracted,-0.2155,0.9034,-2.0367
Distracted,0.0912,1.3573,-0.6502
Distracted,0.231,1.811,-1.6314
Distracted,-0.0779,1.8447,-2.0936
Distracted,-0.3989,0.8899,0.0254
Distracted,-1.1446,0.3595,1.2051
Distracted,-0.7695,-0.5647,3.8708
Distracted,0.2433,-1.4297,0.4775
Distracted,0.0602,-1.0062,-0.586
Distracted,0.5031,-1.7357,0.0566
Distracted,0.3966,-1.0134,-0.9012
Distracted,0.5683,-0.4604,-3.063
Distracted,0.3399,-0.2302,-2.4855
Distracted,-0.2997,0.304,-1.3474
Distracted,0.0156,-0.037,0.3866
Distracted,0.5518,-0.1014,0.4833
Distracted,0.6782,-0.7791,2.196
Distracted,0.3928,-0.7451,2.7395
Distracted,1.6646,-1.5682,2.2491
Distracted,0.7791,-0.4193,-0.775
Distracted,-0.0089,0.1743,-0.5457
Distracted,-0.1059,0.574,-1.502
Distracted,-0.2633,0.8387,-2.2436
Distracted,-0.4213,0.9175,-2.178
Distracted,-0.6392,1.7133,-1.7104
Distracted,0.7669,1.7273,-1.5968
Distracted,0.2481,1.8071,-1.8937
Distracted,-0.7235,0.8563,0.5328
Distracted,-1.8757,-0.4145,2.344
Distracted,-0.7391,-0.8861,2.9364
Distracted,0.5795,-1.3312,0.3996
Distracted,-1.1696,-0.6573,1.0379
Distracted,-0.5603,-0.8991,0.8076
Distracted,0.6741,-0.065,-1.5945
Distracted,0.7136,-0.01,-2.171
Distracted,-0.343,-0.5374,-1.4821
Distracted,-0.7086,0.8616,-2.2897
Distracted,0.1592,-0.6107,0.5531
Distracted,-0.1148,-0.8229,1.5765
Distracted,-0.2719,-0.0862,0.0008
Distracted,0.5864,-0.9883,3.4696
Distracted,-0.1987,-0.5409,2.1463
Distracted,0.7979,-0.584,0.977
Distracted,0.6981,0.1551,-0.7273
Distracted,0.7616,0.8197,-1.6696
Distracted,0.5613,0.5861,-2.7296
Distracted,0.472,0.5344,-2.6451
Distracted,-0.5339,1.1461,-1.787
Distracted,-0.1257,1.6217,-0.7764
Distracted,0.3199,2.0549,-0.6296
Distracted,-0.0682,1.426,-0.5997
Distracted,-0.6031,0.0406,2.4958
Distracted,-1.4845,-0.4751,1.9744
Distracted,0.0807,-1.7565,2.1479
Distracted,0.4557,-2.312,2.0982
Distracted,0.0632,-0.8672,0.0642
Distracted,0.9758,-0.938,0.2643
Distracted,1.4387,-1.6315,-1.6414
Distracted,1.8508,-1.4441,-1.2098
Distracted,0.3614,-0.0117,-0.8122
Distracted,1.3312,0.0816,-2.2962
Distracted,0.0662,1.8533,-3.9197
Distracted,2.2114,0.3331,-0.7851
Distracted,-0.4814,-2.0734,5.7743
Distracted,-0.1833,-1.4593,1.3607
Distracted,3.253,1.3554,-1.4092
Distracted,1.3736,-1.9295,-0.2927
Distracted,0.6314,-0.9225,-0.4255
Distracted,0.9393,-0.2408,0.1946
